,average,average,average,average,average,average,average,average,average,average,average,average,max,max,max,max,max,max,max,max,max,max,max,max,min,min,min,min,min,min,min,min,min,min,min,min
node_id,01 Speed S P1,02 Speed S P2,03 Feed Rate P1,04 Feed Rate P2,05 Spindle Motor Load nakamura2 P1 S0,06 Spindle Motor Load nakamura2 P2 S0,24 Servo load current(a) Nakamura2 P1 A1,28 Servo load current(a) Nakamura2 P2 A1,31 Cutting time nakamura2 P1,32 Cutting Time nakamura2 P2,33 Temp #APC Nakamura2 P1 A0,34 Temp #APC Nakamura2 P2 A0,01 Speed S P1,02 Speed S P2,03 Feed Rate P1,04 Feed Rate P2,05 Spindle Motor Load nakamura2 P1 S0,06 Spindle Motor Load nakamura2 P2 S0,24 Servo load current(a) Nakamura2 P1 A1,28 Servo load current(a) Nakamura2 P2 A1,31 Cutting time nakamura2 P1,32 Cutting Time nakamura2 P2,33 Temp #APC Nakamura2 P1 A0,34 Temp #APC Nakamura2 P2 A0,01 Speed S P1,02 Speed S P2,03 Feed Rate P1,04 Feed Rate P2,05 Spindle Motor Load nakamura2 P1 S0,06 Spindle Motor Load nakamura2 P2 S0,24 Servo load current(a) Nakamura2 P1 A1,28 Servo load current(a) Nakamura2 P2 A1,31 Cutting time nakamura2 P1,32 Cutting Time nakamura2 P2,33 Temp #APC Nakamura2 P1 A0,34 Temp #APC Nakamura2 P2 A0
measurement_bucket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-29 07:15:00+00:00,2858.9037037037037,2808.808383233533,7796.652631578947,6057.0636942675155,29.37391304347826,74.80379746835443,-0.6923076923076923,0.40860215053763443,8.685029940119762,8.463023474178401,38.5,35.0,5001.0,5013.0,169714.0,270977.0,164.0,176.0,39.0,45.0,39.056,30.112,39.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-35.0,0.0,0.0,38.0,34.0
2023-03-29 11:15:00+00:00,3005.5569105691056,2980.841584158416,2433.9112426035504,5307.791808873721,48.444954128440365,69.20132013201321,-0.7922535211267606,0.21666666666666667,8.740037854889593,8.956623115577884,40.5,36.4,5001.0,5013.0,40000.0,381550.0,164.0,176.0,42.0,48.0,38.976,30.048,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.0,-41.0,0.0,0.0,40.0,36.0
2023-03-29 12:30:00+00:00,3169.103092783505,2915.223602484472,5223.403225806452,3663.813953488372,39.91139240506329,68.63636363636364,-0.8173076923076923,0.22,9.582007782101158,8.46129577464788,40.5,37.0,5002.0,5004.0,123429.0,40000.0,164.0,176.0,39.0,41.0,38.976,30.032,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-42.0,0.0,0.0,40.0,37.0
2023-03-29 17:00:00+00:00,3206.6621253405992,2922.831632653061,3767.7533632286995,3436.0344827586205,36.15384615384615,64.95,-0.3693181818181818,0.7202072538860104,9.808391038696536,8.047275471698113,42.5,38.5,5003.0,5003.0,185143.0,138857.0,164.0,176.0,31.0,48.0,38.976,30.032,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,-38.0,0.0,0.0,42.0,38.0
2023-03-29 17:15:00+00:00,2911.234513274336,2931.7380952380954,4260.582191780822,5045.12213740458,45.943502824858754,68.2442748091603,-0.4791666666666667,-0.0963302752293578,9.0152,9.155039106145253,42.5,38.5,5002.0,5013.0,96429.0,360440.0,164.0,176.0,39.0,36.0,38.976,30.032,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,-43.0,0.0,0.0,42.0,38.0
2023-03-29 17:30:00+00:00,3124.351170568562,2900.0779220779223,4387.48730964467,4121.62331838565,40.397590361445786,63.10313901345292,-0.5966666666666667,-0.3605150214592275,9.212984293193728,7.640483985765128,42.42857142857143,38.5,5002.0,5004.0,216000.0,40000.0,164.0,176.0,28.0,28.0,38.976,30.032,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-46.0,0.0,0.0,42.0,38.0
2023-03-29 17:45:00+00:00,3217.3661971830984,2920.9147286821703,5162.4157303370785,5123.398340248963,40.73271889400922,68.6943231441048,0.17064846416382254,-0.012711864406779662,9.984295514511883,8.540616314199394,42.5,38.5,5002.0,5010.0,338454.0,133007.0,164.0,176.0,53.0,38.0,38.976,30.032,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,-48.0,0.0,0.0,42.0,38.0
2023-03-29 18:00:00+00:00,3150.404984423676,2861.3818897637793,2952.4897959183672,4581.74531835206,39.536121673003805,66.71369294605809,-0.30275229357798167,0.2236842105263158,9.810580645161282,8.279621451104102,42.6,38.42857142857143,5001.0,5005.0,40000.0,180107.0,164.0,176.0,46.0,43.0,38.976,30.064,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-45.0,0.0,0.0,42.0,38.0
2023-03-29 18:15:00+00:00,3060.2813688212927,2988.0845070422533,3200.060606060606,4152.116104868914,40.11981566820276,67.63498098859316,-0.5533333333333333,0.31620553359683795,8.930582132564837,9.002564383561635,42.42857142857143,38.5,5002.0,5009.0,88714.0,88071.0,164.0,176.0,49.0,32.0,38.976,30.064,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,-42.0,0.0,0.0,42.0,38.0
2023-03-29 18:45:00+00:00,3080.4454148471614,2704.65,2691.782894736842,3713.1979695431473,44.30635838150289,63.2710843373494,-0.3292181069958848,0.6235955056179775,9.307200000000009,7.687444897959179,42.5,38.57142857142857,5002.0,5004.0,27000.0,40000.0,164.0,176.0,31.0,49.0,38.976,30.032,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,-48.0,0.0,0.0,42.0,38.0
2023-03-29 19:00:00+00:00,3012.4523809523807,2974.275316455696,3582.736263736264,4303.4565916398715,50.37899543378995,67.53605015673982,-0.6973180076628352,0.01509433962264151,9.093252279635264,8.99778894472362,42.5,38.4,5002.0,5007.0,40000.0,216000.0,164.0,176.0,34.0,48.0,38.976,30.048,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,-47.0,0.0,0.0,42.0,38.0
2023-03-29 19:15:00+00:00,3264.5369774919614,2859.2295918367345,4196.139896373057,4008.881081081081,34.57786885245902,70.22012578616352,0.006060606060606061,0.40828402366863903,10.018709976798142,7.990917030567682,42.5,38.5,5002.0,5003.0,192857.0,40000.0,164.0,176.0,19.0,48.0,39.008,30.032,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,-46.0,0.0,0.0,42.0,38.0
2023-03-29 19:30:00+00:00,3049.6,2751.257627118644,4016.0342465753424,3240.5285714285715,41.71590909090909,68.46020761245674,-1.3295880149812733,0.27547169811320754,8.831251798561158,8.812589473684211,42.6,38.6,5001.0,5005.0,216000.0,40000.0,164.0,176.0,14.0,44.0,38.976,30.032,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,-49.0,0.0,0.0,42.0,38.0
2023-03-29 19:45:00+00:00,3073.9226519337017,2544.096153846154,2491.0673076923076,2519.509433962264,36.37410071942446,49.55882352941177,-0.08791208791208792,0.5686274509803921,9.873890295358642,5.141866666666667,42.4,38.5,5001.0,4504.0,20000.0,25000.0,164.0,176.0,4.0,16.0,38.976,19.648,43.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,-51.0,-2.0,0.0,0.0,42.0,38.0
2023-03-29 20:00:00+00:00,1096.5333333333333,2671.6771653543306,5747.090909090909,3164.1065573770493,65.22222222222223,67.18018018018019,0.5227272727272727,0.2391304347826087,2.317333333333333,10.447416058394154,42.5,38.5,3907.0,5004.0,40000.0,40000.0,163.0,176.0,35.0,38.0,8.608,30.016,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-42.0,0.0,0.0,42.0,38.0
2023-03-30 04:15:00+00:00,3239.409937888199,2790.0106951871658,5836.167567567568,4025.64606741573,37.53731343283582,69.69871794871794,-0.005571030640668524,-0.7643312101910829,9.993411764705883,7.803305785123961,41.666666666666664,36.5,5002.0,5004.0,192857.0,40000.0,164.0,176.0,45.0,36.0,38.976,30.064,42.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.0,-47.0,0.0,0.0,41.0,36.0
2023-03-30 08:15:00+00:00,3250.994236311239,2839.755364806867,4366.219178082192,4426.730434782608,39.44565217391305,65.88207547169812,-0.35945945945945945,0.2867383512544803,9.792241379310342,7.696168421052631,41.333333333333336,36.5,5002.0,5005.0,169714.0,151584.0,164.0,176.0,48.0,47.0,39.008,30.048,42.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,-47.0,0.0,0.0,41.0,36.0
2023-03-30 09:15:00+00:00,2792.3274021352313,2731.5930599369085,5785.279569892473,3662.443661971831,45.99130434782609,67.54452054794521,-0.6979166666666666,0.917910447761194,9.403605970149249,9.502964959568729,42.5,37.0,5001.0,5004.0,355242.0,92571.0,164.0,176.0,32.0,47.0,38.976,30.032,43.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,-47.0,0.0,0.0,42.0,37.0
2023-03-30 10:00:00+00:00,3175.6,2931.385214007782,5194.388571428572,4944.596774193548,37.38288288288288,67.49145299145299,-0.34890965732087226,0.6153846153846154,10.098640000000007,8.580578313253008,42.0,38.0,5002.0,5014.0,154286.0,191960.0,164.0,176.0,48.0,45.0,38.976,30.032,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.0,-42.0,0.0,0.0,42.0,38.0
2023-03-30 12:15:00+00:00,2973.0,2976.452599388379,2234.207650273224,4777.435736677116,47.69711538461539,65.26984126984127,-0.7117437722419929,0.5451127819548872,8.694134969325155,8.74741747572815,44.333333333333336,40.4,5001.0,5011.0,46286.0,108000.0,164.0,176.0,49.0,41.0,38.976,30.032,45.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,0.0,0.0,44.0,40.0
2023-03-30 13:00:00+00:00,3223.1666666666665,2722.201834862385,3912.5251396648046,3327.6973684210525,36.25974025974026,69.87264150943396,-0.28353658536585363,0.3803921568627451,9.851894484412467,7.830572390572389,45.5,41.0,5002.0,5005.0,192857.0,40000.0,164.0,176.0,26.0,48.0,39.008,30.032,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,-40.0,0.0,0.0,45.0,41.0
2023-03-30 13:45:00+00:00,3065.235,2925.7720207253888,4644.314516129032,3316.897435897436,40.87134502923977,65.97395833333333,-0.631768953068592,-0.09883720930232558,9.615365079365077,9.367757575757572,45.5,42.0,5001.0,5003.0,181286.0,40000.0,164.0,176.0,7.0,19.0,38.976,30.032,46.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-45.0,0.0,0.0,45.0,42.0
2023-03-30 15:45:00+00:00,3224.275757575758,2898.22131147541,3126.751196172249,4433.7510548523205,39.301115241635685,62.222707423580786,-0.8005952380952381,0.4870848708487085,9.829214285714277,8.110748299319724,45.5,41.0,5002.0,5007.0,177429.0,123723.0,164.0,176.0,23.0,42.0,39.008,30.0,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.0,-48.0,0.0,0.0,45.0,41.0
2023-03-31 10:15:00+00:00,3149.4129032258065,2842.069090909091,3204.9757281553398,4064.54296875,44.42040816326531,65.30798479087453,-0.5922330097087378,0.40444444444444444,8.992597014925375,8.803353293413167,45.5,40.5,5002.0,5005.0,81000.0,186846.0,164.0,176.0,34.0,47.0,38.992,30.032,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.0,-48.0,0.0,0.0,45.0,40.0
2023-03-31 10:30:00+00:00,3055.0,2826.0544747081713,4353.15294117647,4258.6411290322585,39.705357142857146,67.80088495575221,-0.43521594684385384,0.3804878048780488,10.188773480662984,8.580550898203594,45.333333333333336,40.42857142857143,5002.0,5004.0,77143.0,41509.0,164.0,176.0,7.0,43.0,39.008,30.032,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0,-44.0,0.0,0.0,45.0,40.0
2023-03-31 10:45:00+00:00,3134.9842105263156,2824.802371541502,3315.298387096774,2779.880165289256,39.496855345911946,65.29218106995884,-0.7455357142857143,0.27555555555555555,9.308424242424246,8.351473684210527,45.57142857142857,40.5,5001.0,5004.0,57857.0,40000.0,164.0,176.0,47.0,49.0,39.008,30.032,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0,-42.0,0.0,0.0,45.0,40.0
2023-03-31 11:00:00+00:00,3198.164705882353,2202.634703196347,5671.967741935484,5629.970930232558,42.09765625,67.68789808917198,-0.08179419525065963,0.8866995073891626,9.917432967032978,8.295199999999998,45.5,40.5,5002.0,5004.0,150429.0,185143.0,164.0,176.0,39.0,43.0,39.008,30.0,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,-46.0,0.0,0.0,45.0,40.0
2023-03-31 12:15:00+00:00,3111.1176470588234,2715.8100558659216,2655.378048780488,4917.864406779661,37.24083769633508,65.29936305732484,-0.05,-0.1724137931034483,10.308943820224721,7.7596081632653044,45.5,41.0,5002.0,5004.0,40000.0,180107.0,164.0,176.0,48.0,41.0,38.992,30.032,46.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-48.0,0.0,0.0,45.0,41.0
2023-03-31 12:30:00+00:00,3067.885714285714,2892.0848708487083,6306.482517482517,4011.866666666667,44.724137931034484,68.16412213740458,0.046413502109704644,0.3829787234042553,8.969774545454545,9.48686725663717,45.5,41.5,5001.0,5013.0,384654.0,164679.0,164.0,176.0,38.0,42.0,38.992,30.032,46.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.0,-41.0,0.0,0.0,45.0,41.0
2023-03-31 14:30:00+00:00,2909.9135802469136,2922.0548387096774,3303.370786516854,3426.0128617363343,47.265700483091784,67.9297124600639,-1.5018181818181817,1.127147766323024,8.76672204472844,8.841103448275861,47.5,42.333333333333336,5001.0,5013.0,162000.0,40000.0,164.0,176.0,23.0,48.0,38.992,30.032,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,-35.0,0.0,0.0,47.0,42.0
2023-03-31 16:15:00+00:00,3125.060606060606,2825.0,2626.9895833333335,3190.5757575757575,41.10548523206751,68.21875,-0.7395498392282959,0.13821138211382114,8.90879197994988,8.890940170940171,47.5,43.0,5001.0,5006.0,46286.0,40000.0,164.0,176.0,31.0,45.0,39.008,30.032,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,-47.0,0.0,0.0,47.0,43.0
2023-03-31 19:45:00+00:00,1278.642857142857,1417.764705882353,9611.5,10359.888888888889,28.76923076923077,5.833333333333333,0.5333333333333333,0.5161290322580645,7.32,2.331586206896551,49.0,44.0,3979.0,4001.0,20000.0,149250.0,108.0,25.0,3.0,9.0,8.592,5.552,49.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-1.0,5.904,0.0,49.0,44.0
2023-03-31 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,43.0
2023-04-02 20:00:00+00:00,2765.306666666667,2940.9325153374234,1940.4415584415585,2551.9815950920247,0.0,76.97560975609755,-2.3092783505154637,0.0,8.060044943820225,9.505679558011048,31.0,26.666666666666668,4495.0,5005.0,20000.0,20000.0,24.0,176.0,25.0,24.0,25.808,29.904,32.0,28.0,0.0,0.0,0.0,0.0,-22.0,0.0,-12.0,-22.0,0.0,0.0,30.0,26.0
2023-04-02 20:15:00+00:00,3184.173076923077,2808.868131868132,4620.670050761421,4538.858638743455,0.3132530120481928,75.73125,-0.14583333333333334,0.3132530120481928,9.848775413711584,7.893150214592278,34.8,28.0,5001.0,5014.0,131143.0,179728.0,22.0,176.0,24.0,22.0,39.008,30.112,36.0,28.0,0.0,0.0,0.0,0.0,-34.0,0.0,-51.0,-34.0,0.0,0.0,34.0,28.0
2023-04-02 20:45:00+00:00,3181.1649214659687,2853.3316062176164,3872.3360655737706,3969.577319587629,0.013793103448275862,70.37888198757764,-0.3562874251497006,0.013793103448275862,9.751042596348872,7.690995884773659,36.42857142857143,32.0,5002.0,5003.0,192857.0,40000.0,40.0,176.0,40.0,40.0,39.008,30.032,37.0,32.0,0.0,0.0,0.0,0.0,-48.0,0.0,-48.0,-48.0,0.0,0.0,36.0,32.0
2023-04-02 21:15:00+00:00,3296.5475409836067,2822.494318181818,6247.9190751445085,5702.630434782609,0.022727272727272728,65.8036809815951,-0.18122977346278318,0.022727272727272728,9.789456221198156,8.000745762711864,38.5,34.0,5002.0,5012.0,216000.0,141045.0,28.0,176.0,42.0,28.0,38.992,30.032,39.0,34.0,0.0,0.0,0.0,0.0,-42.0,0.0,-50.0,-42.0,0.0,0.0,38.0,34.0
2023-04-02 22:45:00+00:00,3216.4566666666665,3044.6431535269708,6170.852071005917,4866.568965517241,0.6702127659574468,70.92201834862385,-0.49140893470790376,0.6702127659574468,10.22981818181818,8.491569230769226,40.42857142857143,36.42857142857143,5002.0,5004.0,284396.0,149786.0,35.0,176.0,7.0,35.0,39.008,30.032,41.0,37.0,0.0,0.0,0.0,0.0,-47.0,0.0,-33.0,-47.0,0.0,0.0,40.0,36.0
2023-04-02 23:15:00+00:00,3165.670498084291,2799.6849315068494,4317.587878787879,3880.3357664233577,0.4158878504672897,67.3433962264151,-0.6762589928057554,0.4158878504672897,9.041097142857144,8.76229787234042,40.5,37.0,5002.0,5014.0,216000.0,77143.0,48.0,176.0,46.0,48.0,39.008,30.032,41.0,37.0,0.0,0.0,0.0,0.0,-46.0,0.0,-49.0,-46.0,0.0,0.0,40.0,37.0
2023-04-02 23:30:00+00:00,3218.276712328767,2770.427272727273,3338.880733944954,4506.924444444445,0.00558659217877095,68.64179104477611,-0.09090909090909091,0.00558659217877095,9.823344262295077,7.899200000000004,40.5,36.0,5002.0,5008.0,108000.0,92571.0,34.0,176.0,38.0,34.0,39.008,30.032,41.0,36.0,0.0,0.0,0.0,0.0,-47.0,0.0,-34.0,-47.0,0.0,0.0,40.0,36.0
2023-04-03 01:15:00+00:00,2970.0963302752293,2818.9607843137255,4441.411764705882,4001.6221374045804,0.7368421052631579,65.25384615384615,-0.7142857142857143,0.7368421052631579,9.10049169435216,8.79907033639144,41.6,36.5,5002.0,5011.0,92571.0,99652.0,44.0,176.0,53.0,44.0,38.992,30.032,42.0,37.0,0.0,0.0,0.0,0.0,-33.0,0.0,-47.0,-33.0,0.0,0.0,41.0,36.0
2023-04-03 02:15:00+00:00,3074.189003436426,2887.71875,4462.4631578947365,3605.822463768116,-0.1409090909090909,69.9446366782007,-0.5182481751824818,-0.1409090909090909,8.745032258064516,9.442631299734746,41.5,36.5,5002.0,5004.0,212143.0,40000.0,49.0,176.0,10.0,49.0,39.008,30.0,42.0,37.0,0.0,0.0,0.0,0.0,-44.0,0.0,-47.0,-44.0,0.0,0.0,41.0,36.0
2023-04-03 05:15:00+00:00,3145.031339031339,2970.4450261780103,4904.016736401673,4523.5,0.5426829268292683,65.3586956521739,-0.17079889807162535,0.5426829268292683,9.819698574338094,7.850790697674423,41.5,36.42857142857143,5002.0,5010.0,200571.0,87536.0,43.0,176.0,29.0,43.0,38.992,30.032,42.0,37.0,0.0,0.0,0.0,0.0,-45.0,0.0,-50.0,-45.0,0.0,0.0,41.0,36.0
2023-04-03 05:30:00+00:00,2978.1793721973095,3004.391304347826,3851.0066225165565,3595.8063492063493,0.48314606741573035,69.09539473684211,-1.04149377593361,0.48314606741573035,8.77466666666667,8.652190476190485,41.333333333333336,36.6,5002.0,5004.0,100286.0,40000.0,45.0,176.0,32.0,45.0,38.992,30.032,42.0,37.0,0.0,0.0,0.0,0.0,-46.0,0.0,-50.0,-46.0,0.0,0.0,41.0,36.0
2023-04-03 05:45:00+00:00,3169.1140939597317,2718.8058823529414,3093.3626943005183,3764.6167664670656,0.66,68.32692307692308,-0.38321167883211676,0.66,9.868158415841588,8.343671232876709,41.666666666666664,36.5,5001.0,5013.0,77143.0,40000.0,36.0,176.0,30.0,36.0,38.992,30.032,42.0,37.0,0.0,0.0,0.0,0.0,-48.0,0.0,-49.0,-48.0,0.0,0.0,41.0,36.0
2023-04-03 07:15:00+00:00,3004.596958174905,2892.0836236933796,2973.9466666666667,4632.705660377358,0.5625,69.92395437262357,0.06115107913669065,0.5625,8.702352941176464,9.104941176470597,41.5,36.4,5002.0,5012.0,54000.0,123429.0,45.0,176.0,45.0,45.0,38.992,30.032,42.0,37.0,0.0,0.0,0.0,0.0,-47.0,0.0,-47.0,-47.0,0.0,0.0,41.0,36.0
2023-04-03 19:00:00+00:00,3079.5304054054054,1057.2363636363636,5330.054644808743,7313.796610169492,-1.95,5.0,0.029315960912052116,-1.95,10.090732186732184,2.2312112676056337,42.5,38.0,5001.0,4000.0,185143.0,40000.0,37.0,23.0,6.0,37.0,39.008,5.568,43.0,38.0,0.0,0.0,0.0,0.0,-48.0,0.0,-50.0,-48.0,0.0,0.0,42.0,38.0
2023-04-03 19:15:00+00:00,3057.52734375,3008.4789644012944,3862.5833333333335,4195.35761589404,0.2826855123674912,68.90734824281151,-0.7805755395683454,0.2826855123674912,9.321682997118158,9.09295431472081,42.5,37.0,5002.0,5008.0,131143.0,88071.0,32.0,176.0,49.0,32.0,38.992,30.032,43.0,37.0,0.0,0.0,0.0,0.0,-40.0,0.0,-51.0,-40.0,0.0,0.0,42.0,37.0
2023-04-03 22:00:00+00:00,2944.8032786885246,2868.1498470948013,5007.188311688312,4045.5525525525527,0.7215686274509804,69.8172757475083,-1.424124513618677,0.7215686274509804,9.071577557755774,8.580937799043063,42.5,37.5,5001.0,5004.0,185143.0,61714.0,44.0,176.0,39.0,44.0,39.008,30.032,43.0,38.0,0.0,0.0,0.0,0.0,-43.0,0.0,-50.0,-43.0,0.0,0.0,42.0,37.0
2023-04-03 22:15:00+00:00,3152.106100795756,2704.117948717949,4707.642201834862,4507.437185929648,0.10328638497652583,69.08720930232558,-0.10422535211267606,0.10328638497652583,9.737516129032253,7.4969032258064505,42.4,37.5,5002.0,5003.0,216000.0,40000.0,41.0,176.0,34.0,41.0,38.992,30.032,43.0,38.0,0.0,0.0,0.0,0.0,-40.0,0.0,-47.0,-40.0,0.0,0.0,42.0,37.0
2023-04-03 23:00:00+00:00,2855.31884057971,2873.33024691358,2505.5170454545455,3589.9675324675327,0.8732876712328768,68.17088607594937,-0.13846153846153847,0.8732876712328768,8.847418181818181,8.76360784313726,42.4,38.0,5002.0,5004.0,40000.0,40000.0,49.0,176.0,32.0,49.0,38.992,30.032,43.0,38.0,0.0,0.0,0.0,0.0,-47.0,0.0,-16.0,-47.0,0.0,0.0,42.0,38.0
